MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
201809,SpecialistsFFS,NEPHROLOGY,Payer CO,2184
201809,SpecialistsFFS,NEPHROLOGY,Payer F,8990
201809,SpecialistsFFS,NEPHROLOGY,Payer O,723
201809,SpecialistsFFS,Nephrology,Payer S,500
201809,SpecialistsFFS,NEPHROLOGY,Payer W,638
201809,SpecialistsFFS,NEUOTO,Payer W,251
201809,SpecialistsFFS,Neurological Surgery,Payer B,76
201809,SpecialistsFFS,NEUROLOGICAL SURGERY,Payer CA,482
201809,SpecialistsFFS,NEUROLOGICAL SURGERY,Payer CO,267
201809,SpecialistsFFS,Neurology,Payer B,467
201809,SpecialistsFFS,NEUROLOGY,Payer CA,3061
201809,SpecialistsFFS,NEUROLOGY,Payer CO,2037
201809,SpecialistsFFS,NEUROLOGY,Payer F,6677
201809,SpecialistsFFS,NEUROLOGY,Payer O,1984
201809,SpecialistsFFS,Neurology,Payer S,1575
201809,SpecialistsFFS,NEUROLOGY,Payer W,1182
201809,SpecialistsFFS,NEUROPHYSIOLOGY,Payer F,196
201809,SpecialistsFFS,NEURORADIOLOGY,Payer F,626
201809,SpecialistsFFS,NEUROSURGERY,Payer F,948
201809,SpecialistsFFS,NEUROSURGERY,Payer O,1043
201809,SpecialistsFFS,NPACRE,Payer W,104
201809,SpecialistsFFS,NPFAM,Payer W,80
201809,SpecialistsFFS,NPGRTY,Payer W,78
201809,SpecialistsFFS,NUCLEAR MEDICINE,Payer F,517
201809,SpecialistsFFS,NUCLEAR MEDICINE,Payer O,796
201809,SpecialistsFFS,NURPRC,Payer W,120
201809,SpecialistsFFS,NURSE MIDWIFE,Payer H,82
201809,SpecialistsFFS,NURSE PRACTITIONER,Payer CA,128
201809,SpecialistsFFS,NURSE PRACTITIONER,Payer CO,1299
201809,SpecialistsFFS,Nurse Practitioner - Family	,Payer S,306
201809,SpecialistsFFS,NURSE PRACTITIONERS,Payer H,2101
201809,SpecialistsFFS,OB-GYN,Payer S,997
201809,SpecialistsFFS,Ob/Gyn,Payer B,0
201809,SpecialistsFFS,OBSTETRICS,Payer CA,153
201809,SpecialistsFFS,OBSTETRICS & GYNECOLOGY,Payer CA,1735
201809,SpecialistsFFS,OBSTETRICS & GYNECOLOGY,Payer CO,2237
201809,SpecialistsFFS,OBSTETRICS & GYNECOLOGY,Payer F,2630
201809,SpecialistsFFS,OBSTETRICS & GYNECOLOGY,Payer O,2023
201809,SpecialistsFFS,OBSTETRICS & GYNECOLOGY,Payer W,615
201809,SpecialistsFFS,OCCUPATIONAL THERAPY,Payer CA,1890
201809,SpecialistsFFS,OCCUPATIONAL THERAPY,Payer F,546
201809,SpecialistsFFS,OCCUPATIONAL THERAPY,Payer O,1310
201809,SpecialistsFFS,Oncology,Payer B,893
201809,SpecialistsFFS,ONCOLOGY,Payer CA,3377
201809,SpecialistsFFS,ONCOLOGY,Payer CO,4075
201809,SpecialistsFFS,ONCOLOGY,Payer F,6953
201809,SpecialistsFFS,ONCOLOGY,Payer O,3772
201809,SpecialistsFFS,Oncology,Payer S,323
201809,SpecialistsFFS,ONCOLOGY,Payer W,1194
201809,SpecialistsFFS,OPHTHALMOLOGY,Payer CA,4385
201809,SpecialistsFFS,OPHTHALMOLOGY,Payer CO,708
201809,SpecialistsFFS,OPHTHALMOLOGY,Payer F,721
201809,SpecialistsFFS,Ophthalmology,Payer S,2220
201809,SpecialistsFFS,OPHTHALMOLOGY,Payer W,668
201809,SpecialistsFFS,Ophthamology,Payer B,1708
201809,SpecialistsFFS,OPTOMETRIST,Payer H,933
201809,SpecialistsFFS,Optometry,Payer B,26
201809,SpecialistsFFS,OPTOMETRY,Payer CA,3183
201809,SpecialistsFFS,OPTOMETRY,Payer CO,1037
201809,SpecialistsFFS,OPTOMETRY,Payer W,0
201809,SpecialistsFFS,ORAL AND MAXILLOFACIAL SURGERY,Payer F,42
201809,SpecialistsFFS,ORTHOPEDIC,Payer CA,554
201809,SpecialistsFFS,Orthopedic Surgery,Payer B,222
201809,SpecialistsFFS,ORTHOPEDIC SURGERY,Payer CA,1994
201809,SpecialistsFFS,ORTHOPEDIC SURGERY,Payer CO,1093
201809,SpecialistsFFS,ORTHOPEDIC SURGERY,Payer F,10813
201809,SpecialistsFFS,ORTHOPEDIC SURGERY,Payer O,4866
201809,SpecialistsFFS,ORTHOPEDIC SURGERY,Payer W,764
201809,SpecialistsFFS,ORTHOPEDICS,Payer F,238
201809,SpecialistsFFS,ORTHOTICS/PROSTHETICS,Payer CA,97
201809,SpecialistsFFS,OSTEOPATH,Payer H,3676
201809,SpecialistsFFS,OTHER,Payer CA,455
201809,SpecialistsFFS,OTOLARYNGOLOGY,Payer CO,699
201809,SpecialistsFFS,Otolaryngology,Payer S,1168
201809,SpecialistsFFS,"Otology, Laryngology, Rhinology (ENT)",Payer B,434
201809,SpecialistsFFS,PAIN MANAGEMENT,Payer B,512
201809,SpecialistsFFS,PAIN MANAGEMENT,Payer CA,9041
201809,SpecialistsFFS,PAIN MANAGEMENT,Payer CO,430
201809,SpecialistsFFS,PAIN MANAGEMENT,Payer F,16865
201809,SpecialistsFFS,PAIN MANAGEMENT,Payer O,2014
201809,SpecialistsFFS,Pain Management,Payer S,1810
201809,SpecialistsFFS,PAIN MANAGEMENT,Payer W,1638
201809,SpecialistsFFS,PATHOLOGY,Payer CA,751
201809,SpecialistsFFS,PATHOLOGY,Payer CO,982
201809,SpecialistsFFS,PATHOLOGY,Payer F,8850
201809,SpecialistsFFS,PATHOLOGY,Payer O,3165
201809,SpecialistsFFS,Pathology,Payer S,146
201809,SpecialistsFFS,PATHOLOGY,Payer W,1247
201809,SpecialistsFFS,Pathology - Anatomic Pathology & Clinical Patholog,Payer S,0
201809,SpecialistsFFS,PEDIATRIC NEPHROLOGY,Payer CA,703
201809,SpecialistsFFS,Pediatric Psychiatry,Payer B,59
201809,SpecialistsFFS,PEDIATRIC PSYCHIATRY,Payer W,92
201809,SpecialistsFFS,PEDIATRICS,Payer F,641
201809,SpecialistsFFS,PEDIATRICS,Payer O,171
201809,SpecialistsFFS,PHARMACY,Payer CO,546
201809,SpecialistsFFS,PHYS MEDICINE REHAB,Payer F,5814
201809,SpecialistsFFS,PHYS MEDICINE REHAB,Payer O,1242
201809,SpecialistsFFS,PHYSICAL MEDICINE & REHAB,Payer CA,3253
201809,SpecialistsFFS,PHYSICAL MEDICINE & REHAB,Payer CO,563
201809,SpecialistsFFS,Physical Medicine & Rehabilitation,Payer S,393
201809,SpecialistsFFS,PHYSICAL MEDICINE & REHABILITATION,Payer W,596
201809,SpecialistsFFS,Physical Medicine and Rehabilitation,Payer B,450
201809,SpecialistsFFS,PHYSICAL THERAPIST,Payer F,12573
201809,SpecialistsFFS,PHYSICAL THERAPIST,Payer H,570
201809,SpecialistsFFS,PHYSICAL THERAPIST,Payer O,1281
201809,SpecialistsFFS,PHYSICAL THERAPY,Payer CA,3464
201809,SpecialistsFFS,PHYSICAL THERAPY,Payer CO,601
201809,SpecialistsFFS,Physical Therapy,Payer S,532
201809,SpecialistsFFS,PHYSICAL THERAPY,Payer W,527
201809,SpecialistsFFS,PHYSICIAN ASSISTANT,Payer CO,1105
201809,SpecialistsFFS,PHYSICIAN ASSISTANT,Payer H,587
201809,SpecialistsFFS,Physician Assistant,Payer S,128
201809,SpecialistsFFS,PHYSICIAN ASSISTANT,Payer W,438
201809,SpecialistsFFS,Physician Assistant - Surgical	,Payer S,60
201809,SpecialistsFFS,PHYSICIAN'S ASSISTANT,Payer CA,1222
201809,SpecialistsFFS,PLASTIC SURGERY,Payer CA,393
201809,SpecialistsFFS,PLASTIC SURGERY,Payer CO,1432
201809,SpecialistsFFS,PLASTIC SURGERY,Payer F,4822
201809,SpecialistsFFS,PLASTIC SURGERY,Payer O,376
201809,SpecialistsFFS,Podiatrist	,Payer S,1838
201809,SpecialistsFFS,PODIATRIST,Payer H,722
201809,SpecialistsFFS,Podiatrist - Foot & Ankle Surgery	,Payer S,304
201809,SpecialistsFFS,PODIATRY,Payer B,548
201809,SpecialistsFFS,PODIATRY,Payer CA,1906
201809,SpecialistsFFS,PODIATRY,Payer CO,875
201809,SpecialistsFFS,PODIATRY,Payer F,564
201809,SpecialistsFFS,PODIATRY,Payer O,143
201809,SpecialistsFFS,PODIATRY,Payer W,1233
201809,SpecialistsFFS,POT,Payer CO,137
201809,SpecialistsFFS,PROSTHETIC & ORTHOTICS,Payer F,63
201809,SpecialistsFFS,PSYCA,Payer W,160
201809,SpecialistsFFS,PSYCH HOSPITAL,Payer W,38
201809,SpecialistsFFS,Psychiatry,Payer B,320
201809,SpecialistsFFS,PSYCHIATRY,Payer CA,0
201809,SpecialistsFFS,PSYCHIATRY,Payer W,2439
201809,SpecialistsFFS,Psychiatry & Neurology - Psychiatry	,Payer S,0
201809,SpecialistsFFS,PSYCHOLOGIST - CLINICAL,Payer F,125
201809,SpecialistsFFS,PSYCHOLOGY,Payer W,800
201809,SpecialistsFFS,PULMONARY DISEASE,Payer F,13184
201809,SpecialistsFFS,PULMONARY DISEASE,Payer O,1371
201809,SpecialistsFFS,Pulmonary Diseases,Payer B,295
201809,SpecialistsFFS,PULMONARY DISEASES,Payer CA,4363
201809,SpecialistsFFS,PULMONARY DISEASES,Payer CO,2390
201809,SpecialistsFFS,Pulmonary Diseases,Payer S,498
201809,SpecialistsFFS,PULMONARY DISEASES,Payer W,1162
201809,SpecialistsFFS,RADIATION ONCOLOGY,Payer CA,8987
201809,SpecialistsFFS,RADIATION ONCOLOGY,Payer CO,1804
201809,SpecialistsFFS,RADIATION ONCOLOGY,Payer F,44609
201809,SpecialistsFFS,RADIATION ONCOLOGY,Payer O,9151
201809,SpecialistsFFS,Radiation Oncology,Payer S,1186
201809,SpecialistsFFS,Radiology	,Payer S,12
201809,SpecialistsFFS,RADIOLOGY,Payer CA,500
201809,SpecialistsFFS,RADIOLOGY,Payer CO,1050
201809,SpecialistsFFS,RADIOLOGY,Payer F,43040
201809,SpecialistsFFS,RADIOLOGY,Payer O,5496
201809,SpecialistsFFS,Radiology,Payer S,102
201809,SpecialistsFFS,RADIOLOGY,Payer W,3153
201809,SpecialistsFFS,Radiology - Diagnostic,Payer S,1358
201809,SpecialistsFFS,RADIOLOGY IMAGING CENTER,Payer B,437
201809,SpecialistsFFS,RADIOLOGY IMAGING PROVIDER,Payer F,34658
201809,SpecialistsFFS,RADIOLOGY IMAGING PROVIDER,Payer O,3610
201809,SpecialistsFFS,REGISTERED NURSE,Payer H,26
201809,SpecialistsFFS,REHABILITATION CENTER,Payer F,1367
201809,SpecialistsFFS,REHABILITATION CENTER,Payer O,1843
201809,SpecialistsFFS,REHABILITATION FACILITY,Payer W,669
201809,SpecialistsFFS,RHBTY,Payer W,595
201809,SpecialistsFFS,RHEUMATOLOGY,Payer CA,2037
201809,SpecialistsFFS,RHEUMATOLOGY,Payer CO,1695
201809,SpecialistsFFS,RHEUMATOLOGY,Payer F,1142
201809,SpecialistsFFS,RHEUMATOLOGY,Payer O,671
201809,SpecialistsFFS,Rheumatology,Payer S,476
201809,SpecialistsFFS,RHEUMATOLOGY,Payer W,773
201809,SpecialistsFFS,"Rheumatology, Internal Medicine",Payer B,98
201809,SpecialistsFFS,SKILLED NURSING FACILITY,Payer CA,472
201809,SpecialistsFFS,SLEEP CENTER,Payer CA,643
201809,SpecialistsFFS,SLEEP CENTER,Payer W,414
201809,SpecialistsFFS,SLEEP DIAGNOSTIC FACILITY,Payer F,1951
201809,SpecialistsFFS,SLEEP DIAGNOSTIC FACILITY,Payer O,596
201809,SpecialistsFFS,SLEEP MEDICINE,Payer F,353
201809,SpecialistsFFS,SPECIAL SERVICES,Payer H,1896
201809,SpecialistsFFS,Special(ty) Hospital	,Payer S,0
201809,SpecialistsFFS,SPEECH THERAPIST,Payer F,255
201809,SpecialistsFFS,SPEECH THERAPIST,Payer O,201
201809,SpecialistsFFS,SPEECH THERAPY,Payer CA,0
201809,SpecialistsFFS,SPINAL CORD INJURY MD,Payer W,228
201809,SpecialistsFFS,SPINAL CORD INJURY MEDICINE,Payer F,784
201809,SpecialistsFFS,SPORTS MEDICINE,Payer CA,231
201809,SpecialistsFFS,SPORTS MEDICINE,Payer F,984
201809,SpecialistsFFS,SPORTS MEDICINE,Payer O,748
201809,SpecialistsFFS,SPTMED,Payer W,315
201809,SpecialistsFFS,SUBST,Payer W,1160
201809,SpecialistsFFS,SUCRIT,Payer CO,68
201809,SpecialistsFFS,SURG CRITICAL CARE,Payer CA,70
201809,SpecialistsFFS,SURGC,Payer CO,543
201809,SpecialistsFFS,Surgery - General,Payer S,151
201809,SpecialistsFFS,Surgery - Neurological,Payer S,202
201809,SpecialistsFFS,Surgery - Orthopedic,Payer S,514
201809,SpecialistsFFS,Surgery - Vascular,Payer S,765
201809,SpecialistsFFS,SURGERY ONCOLOGY,Payer F,501
201809,SpecialistsFFS,Surgery Orthopedic - Sports Medicine,Payer S,546
201809,SpecialistsFFS,SURGICAL CRITICAL CARE,Payer F,12
201809,SpecialistsFFS,SURGICAL ONCOLOGY,Payer CA,253
201809,SpecialistsFFS,SURGICAL ONCOLOGY,Payer CO,811
201809,SpecialistsFFS,THERAPEUTIC RADIOLOGY,Payer CO,94
201809,SpecialistsFFS,THERAPY,Payer F,298
201809,SpecialistsFFS,THORACIC & CARDIOVASCULAR SURGERY,Payer W,155
201809,SpecialistsFFS,THORACIC SURGERY,Payer CA,67
201809,SpecialistsFFS,THORACIC SURGERY,Payer F,50
201809,SpecialistsFFS,THORACIC SURGERY,Payer W,84
201809,SpecialistsFFS,TRANSPLANT SURGEON,Payer CO,121
201809,SpecialistsFFS,UROGYNECOLOGY,Payer CA,116
201809,SpecialistsFFS,UROGYNECOLOGY,Payer F,737
201809,SpecialistsFFS,Urology,Payer B,1201
201809,SpecialistsFFS,UROLOGY,Payer CA,4207
201809,SpecialistsFFS,UROLOGY,Payer CO,2389
201809,SpecialistsFFS,UROLOGY,Payer F,12768
201809,SpecialistsFFS,UROLOGY,Payer O,1758
201809,SpecialistsFFS,Urology,Payer S,2305
201809,SpecialistsFFS,UROLOGY,Payer W,1882
201809,SpecialistsFFS,VASCULAR & INTERVENTIONAL RADIOLOGY,Payer F,35
201809,SpecialistsFFS,Vascular Surgery,Payer B,1368
201809,SpecialistsFFS,VASCULAR SURGERY,Payer CA,1278
201809,SpecialistsFFS,VASCULAR SURGERY,Payer F,17880
201809,SpecialistsFFS,VASCULAR SURGERY,Payer O,631
201809,SpecialistsFFS,VASCULAR SURGERY,Payer W,1667
201809,SpecialistsFFS,WOUND CARE SPECIALISTS,Payer F,717
201810,AncillaryFFS,,Payer F,5547
201810,AncillaryFFS,,Payer O,4545
201810,AncillaryFFS,ACUTE CARE HOSPITAL,Payer B,0
201810,AncillaryFFS,Advanced Registered Nurse Prac,Payer UN,0
201810,AncillaryFFS,ADVANCED REGISTERED NURSE PRACTITIONER,Payer B,598
201810,AncillaryFFS,ADVANCED RN PRACT,Payer CA,98
201810,AncillaryFFS,Allergy/Immunology,Payer UN,0
201810,AncillaryFFS,AMBULANCE,Payer CA,23441
201810,AncillaryFFS,AMBULANCE,Payer CO,2155
201810,AncillaryFFS,AMBULANCE,Payer F,28964
201810,AncillaryFFS,AMBULANCE,Payer H,4679
201810,AncillaryFFS,AMBULANCE,Payer O,10626
201810,AncillaryFFS,Ambulance,Payer S,1064
201810,AncillaryFFS,AMBULANCE,Payer W,2784
201810,AncillaryFFS,AMBULANCE SERVICE,Payer B,680
201810,AncillaryFFS,AMBULATORY SURGICAL CENTER,Payer W,462
201810,AncillaryFFS,Ambulatory Transportation Services,Payer UN,589
201810,AncillaryFFS,ANATOMIC AND CLINICAL PATHOLOGY,Payer F,0
201810,AncillaryFFS,ANESTHESIOLOGIST,Payer H,76
201810,AncillaryFFS,ANESTHESIOLOGY,Payer O,681
201810,AncillaryFFS,Anesthesiology,Payer UN,-76
201810,AncillaryFFS,ANESTHESIOLOGY,Payer W,1259
201810,AncillaryFFS,ARNP,Payer CA,144
201810,AncillaryFFS,CARD ELECTROPHYSIOLO,Payer CA,49
201810,AncillaryFFS,CARDIAC ELECTROPHYSIOLOGY,Payer F,266
201810,AncillaryFFS,CARDIAC ELECTROPHYSIOLOGY,Payer W,93
201810,AncillaryFFS,CARDIOLOGY,Payer CA,104
201810,AncillaryFFS,CARDIOLOGY,Payer F,1144
201810,AncillaryFFS,Cardiology,Payer UN,299
201810,AncillaryFFS,CARDIOLOGY,Payer W,202
201810,AncillaryFFS,Cardiology/Cardiovascular Disease,Payer B,0
201810,AncillaryFFS,CARDIOVASCULAR SURGERY,Payer CA,666
201810,AncillaryFFS,Chiropractic Medicine,Payer UN,0
201810,AncillaryFFS,CLINIC,Payer CO,577
201810,AncillaryFFS,CLINIC,Payer F,190
201810,AncillaryFFS,Clinical Medical Laboratory	,Payer S,10
201810,AncillaryFFS,CLINLB,Payer W,965
201810,AncillaryFFS,COMMUNITY HEALTH CENTER,Payer W,0
201810,AncillaryFFS,COMMUNITY MENTAL HEALTH CENTER,Payer W,1040
201810,AncillaryFFS,COMMUNITY MENTAL HEALTH CENTER/OTHER REHAB CENTER,Payer F,2067
201810,AncillaryFFS,CONV CARE CLINIC,Payer W,69
201810,AncillaryFFS,CRITICAL ACCESS,Payer W,517
201810,AncillaryFFS,CRITICAL CARE,Payer F,271
201810,AncillaryFFS,CRITICAL CARE,Payer W,135
201810,AncillaryFFS,Critical/Intensive Care Med,Payer UN,0
201810,AncillaryFFS,DEFAULT,Payer F,1378
201810,AncillaryFFS,DEFAULT,Payer O,1959
201810,AncillaryFFS,DERMATOLOGY,Payer CO,121
201810,AncillaryFFS,DERMATOLOGY,Payer F,251
201810,AncillaryFFS,Dermatology,Payer UN,-255
201810,AncillaryFFS,DERMATOLOGY,Payer W,377
201810,AncillaryFFS,DERMATOPATHOLOGY,Payer F,402
201810,AncillaryFFS,DERMATOPATHOLOGY,Payer O,95
201810,AncillaryFFS,Dermatopathology,Payer UN,382
201810,AncillaryFFS,DIAG X-RAY CLINIC,Payer H,655
201810,AncillaryFFS,DIAGNOSTIC RADIOLOGY,Payer CA,122
201810,AncillaryFFS,DIAGNOSTIC RADIOLOGY,Payer F,23
201810,AncillaryFFS,Diagnostics,Payer UN,182
201810,AncillaryFFS,DIAL,Payer CO,1506
201810,AncillaryFFS,DIALYSIS,Payer CA,13434
201810,AncillaryFFS,Dialysis,Payer S,1037
201810,AncillaryFFS,DIALYSIS,Payer W,5867
201810,AncillaryFFS,DISEASE MANAGEMENT,Payer CA,583
201810,AncillaryFFS,"DME & Medical Supplies, Oxygen Equip & Supplies",Payer S,692
201810,AncillaryFFS,Doctor of Psychology,Payer UN,0
201810,AncillaryFFS,DURABLE MED EQUIPMENT,Payer CO,5258
201810,AncillaryFFS,DURABLE MEDICAL EQUIPMENT,Payer B,758
201810,AncillaryFFS,DURABLE MEDICAL EQUIPMENT,Payer CA,7141
201810,AncillaryFFS,Durable Medical Equipment,Payer S,370
201810,AncillaryFFS,DURABLE MEDICAL EQUIPMENT,Payer W,2809
201810,AncillaryFFS,Durable Medical Supply,Payer UN,1304
201810,AncillaryFFS,EMERGENCY MEDICINE,Payer F,3045
201810,AncillaryFFS,EMERGENCY MEDICINE,Payer O,1701
201810,AncillaryFFS,Emergency Medicine,Payer UN,186
201810,AncillaryFFS,EMERGENCY ROOM,Payer CA,0
201810,AncillaryFFS,End-Stage Renal Disease (ESRD) Treatment	,Payer S,0
201810,AncillaryFFS,ENDOCRINOLOGY,Payer F,1502
201810,AncillaryFFS,ENDOCRINOLOGY,Payer O,595
201810,AncillaryFFS,Endocrinology,Payer UN,-23
201810,AncillaryFFS,"Endocrinology, Internal Medicine",Payer B,145
201810,AncillaryFFS,ENT,Payer W,0
201810,AncillaryFFS,Ent/Otolaryngology,Payer UN,0
201810,AncillaryFFS,Family Practice,Payer B,0
201810,AncillaryFFS,FAMILY PRACTICE,Payer CA,820
201810,AncillaryFFS,FAMILY PRACTICE,Payer F,4870
201810,AncillaryFFS,FAMILY PRACTICE,Payer O,1421
201810,AncillaryFFS,Family Practice,Payer S,0
201810,AncillaryFFS,Family Practice,Payer UN,1098
201810,AncillaryFFS,FAMILY PRACTICE,Payer W,743
201810,AncillaryFFS,Fitness,Payer S,1786
201810,AncillaryFFS,FQHC,Payer W,0
201810,AncillaryFFS,GASTROENTEROLOGY,Payer CA,0
201810,AncillaryFFS,GASTROENTEROLOGY,Payer F,1120
201810,AncillaryFFS,Gastroenterology,Payer UN,0
201810,AncillaryFFS,GENERAL PRACTICE,Payer B,572
201810,AncillaryFFS,GENERAL PRACTICE,Payer CA,628
201810,AncillaryFFS,GENERAL PRACTICE,Payer F,3079
201810,AncillaryFFS,GENERAL PRACTICE,Payer O,1645
201810,AncillaryFFS,General Practice,Payer UN,252
201810,AncillaryFFS,GENERAL PRACTICE,Payer W,2039
201810,AncillaryFFS,General Surgery,Payer B,423
201810,AncillaryFFS,GENERAL SURGERY,Payer CA,457
201810,AncillaryFFS,GENERAL SURGERY,Payer CO,26
201810,AncillaryFFS,GENERAL SURGERY,Payer F,406
201810,AncillaryFFS,GENERAL SURGERY,Payer O,172
201810,AncillaryFFS,General Surgery,Payer UN,212
201810,AncillaryFFS,GENERAL SURGERY,Payer W,462
201810,AncillaryFFS,GENETICS,Payer F,213
201810,AncillaryFFS,Geriatric Medicine,Payer UN,-238
201810,AncillaryFFS,GERIATRICS,Payer W,100
201810,AncillaryFFS,Gynecology,Payer UN,0
201810,AncillaryFFS,HEMATOLOGY/ONCOLOGY,Payer CO,26
201810,AncillaryFFS,HEMATOLOGY/ONCOLOGY,Payer F,1143
201810,AncillaryFFS,HINF,Payer W,895
201810,AncillaryFFS,Home Delivered Meals,Payer S,342
201810,AncillaryFFS,HOME HEALTH,Payer F,38642
201810,AncillaryFFS,HOME HEALTH,Payer O,10196
201810,AncillaryFFS,Home Health Agency,Payer B,1055
201810,AncillaryFFS,HOME HEALTH AGENCY,Payer CO,3112
201810,AncillaryFFS,HOME HEALTH AGENCY,Payer W,4922
201810,AncillaryFFS,HOME HEALTH CARE,Payer CA,2360
201810,AncillaryFFS,Home Health Care,Payer UN,2478
201810,AncillaryFFS,HOME HEALTH CENTER,Payer H,9428
201810,AncillaryFFS,HOS/ANCILLARY,Payer F,414
201810,AncillaryFFS,HOS/ANCILLARY,Payer O,701
201810,AncillaryFFS,HOSPICE,Payer F,465
201810,AncillaryFFS,HOSPITAL,Payer CA,969
201810,AncillaryFFS,HOSPITAL,Payer CO,2815
201810,AncillaryFFS,HOSPITAL,Payer H,29
201810,AncillaryFFS,HOSPITAL,Payer O,1045
201810,AncillaryFFS,HOSPITAL,Payer W,53044
201810,AncillaryFFS,Hospitalist,Payer S,365
201810,AncillaryFFS,Hyperbaric Medicine,Payer S,1646
201810,AncillaryFFS,INDEPENDENT LAB,Payer F,9559
201810,AncillaryFFS,INDEPENDENT LAB,Payer H,1697
201810,AncillaryFFS,INDEPENDENT LAB,Payer O,2519
201810,AncillaryFFS,INFECTIOUS DISEASE,Payer F,81
201810,AncillaryFFS,Infectious Disease,Payer UN,0
201810,AncillaryFFS,INFECTIOUS DISEASES,Payer CA,341
201810,AncillaryFFS,Infectious Diseases,Payer S,0
201810,AncillaryFFS,INFUSION CARE,Payer CO,408
201810,AncillaryFFS,INFUSION CARE,Payer W,1163
201810,AncillaryFFS,INFUSION PROVIDER,Payer F,803
201810,AncillaryFFS,INFUSION PROVIDER,Payer O,2142
201810,AncillaryFFS,INTERNAL MEDICINE,Payer B,0
201810,AncillaryFFS,INTERNAL MEDICINE,Payer CA,378
201810,AncillaryFFS,INTERNAL MEDICINE,Payer F,1265
201810,AncillaryFFS,INTERNAL MEDICINE,Payer O,2119
201810,AncillaryFFS,Internal Medicine,Payer S,156
201810,AncillaryFFS,Internal Medicine,Payer UN,-293
201810,AncillaryFFS,INTERNAL MEDICINE,Payer W,456
201810,AncillaryFFS,INTERVENTIONAL CARDIOLOGY,Payer F,582
201810,AncillaryFFS,INTERVENTIONAL CARDIOLOGY,Payer O,542
201810,AncillaryFFS,INTERVENTIONAL CARDIOLOGY,Payer W,452
201810,AncillaryFFS,LABORATORY,Payer CA,9053
201810,AncillaryFFS,LABORATORY,Payer CO,1635
201810,AncillaryFFS,Laboratory,Payer S,489
201810,AncillaryFFS,Laboratory,Payer UN,4273
201810,AncillaryFFS,LABORATORY,Payer W,1928
201810,AncillaryFFS,LABS(CLINICAL),Payer B,1750
201810,AncillaryFFS,LICENSED CLIN SOC WO,Payer CA,0
201810,AncillaryFFS,MEDICAL DOCTOR,Payer H,3055
201810,AncillaryFFS,MEDICAL SUPPLIER (DME),Payer F,71818
201810,AncillaryFFS,MEDICAL SUPPLIER (DME),Payer O,8391
201810,AncillaryFFS,MINI CLINIC,Payer B,99
201810,AncillaryFFS,MOBIL,Payer W,716
201810,AncillaryFFS,MOBILE DIAGNOSTIC,Payer CA,528
201810,AncillaryFFS,NEPHROLOGY,Payer CA,1376
201810,AncillaryFFS,NEPHROLOGY,Payer CO,1159
201810,AncillaryFFS,NEPHROLOGY,Payer F,2601
201810,AncillaryFFS,NEPHROLOGY,Payer O,2322
201810,AncillaryFFS,Nephrology,Payer S,1623
201810,AncillaryFFS,Nephrology,Payer UN,135
201810,AncillaryFFS,NEPHROLOGY,Payer W,2204
201810,AncillaryFFS,NEUROLOGICAL SURGERY,Payer CA,1171
201810,AncillaryFFS,NEUROLOGY,Payer CA,0
201810,AncillaryFFS,NEUROLOGY,Payer O,301
201810,AncillaryFFS,Neurology,Payer UN,0
201810,AncillaryFFS,NEUROSURGERY,Payer F,777
201810,AncillaryFFS,Non-Emergency Transportation,Payer S,636
201810,AncillaryFFS,NOTPROVIDED,Payer B,1675
201810,AncillaryFFS,NUCLEAR MEDICINE,Payer CA,28
201810,AncillaryFFS,NURSE PRACTITIONER,Payer CA,540
201810,AncillaryFFS,Nurse Practitioner (Arnp),Payer UN,0
201810,AncillaryFFS,Nurse Practitioner - Family	,Payer S,0
201810,AncillaryFFS,NURSE PRACTITIONERS,Payer H,714
201810,AncillaryFFS,OCCUPATIONAL THERAPY,Payer CA,0
201810,AncillaryFFS,Occupational Therapy,Payer UN,0
201810,AncillaryFFS,ONCOLOGY,Payer CA,92
201810,AncillaryFFS,ONCOLOGY,Payer CO,66
201810,AncillaryFFS,ONCOLOGY,Payer F,173
201810,AncillaryFFS,Oncology & Hematology,Payer UN,-28465
201810,AncillaryFFS,Opthalmology,Payer UN,-94
201810,AncillaryFFS,Optometry,Payer UN,0
201810,AncillaryFFS,Orthopedic Surgery,Payer B,0
201810,AncillaryFFS,ORTHOPEDIC SURGERY,Payer CA,1685
201810,AncillaryFFS,ORTHOPEDIC SURGERY,Payer CO,208
201810,AncillaryFFS,ORTHOPEDIC SURGERY,Payer F,485
201810,AncillaryFFS,ORTHOPEDIC SURGERY,Payer O,231
201810,AncillaryFFS,Orthopedic Surgery,Payer UN,-79
201810,AncillaryFFS,ORTHOTICS/PROSTHETICS,Payer CA,3362
201810,AncillaryFFS,ORTHOTICS/PROSTHETICS,Payer CO,270
201810,AncillaryFFS,ORTHOTICS/PROSTHETICS,Payer W,1724
201810,AncillaryFFS,OSTEOPATH,Payer H,477
201810,AncillaryFFS,OTHER,Payer CA,0
201810,AncillaryFFS,OTHERS,Payer F,144
201810,AncillaryFFS,OTHERS,Payer O,27
201810,AncillaryFFS,OUT OF COUNTRY PROVIDER,Payer F,1731
201810,AncillaryFFS,PAIN MANAGEMENT,Payer F,410
201810,AncillaryFFS,Pain Management,Payer UN,0
201810,AncillaryFFS,PAIN MANAGEMENT,Payer W,642
